time,ask,bid,ask_volume,bid_volume
2016-08-07 21:00:36.397000,1.10847,1.10777,750000,600000
2016-08-07 21:00:38.145000,1.10851,1.10777,750000,600000
2016-08-07 21:00:38.195000,1.10856,1.10777,750000,600000
2016-08-07 21:00:39.722000,1.10858,1.10777,750000,600000
2016-08-07 21:00:40.201000,1.10858,1.10777,750000,670000
2016-08-07 21:00:40.453000,1.10845,1.10779,750000,750000
2016-08-07 21:01:59.080000,1.10850,1.10814,750000,370000
2016-08-07 21:01:59.130000,1.10850,1.10814,750000,750000
2016-08-07 21:01:59.300000,1.10850,1.10819,750000,750000
2016-08-07 21:02:10.243000,1.10850,1.10814,750000,750000
2016-08-07 21:02:14.157000,1.10848,1.10814,750000,750000
2016-08-07 21:02:16.149000,1.10848,1.10815,750000,750000
2016-08-07 21:02:16.201000,1.10848,1.10819,750000,750000
2016-08-07 21:02:40.159000,1.10848,1.10814,750000,370000
2016-08-07 21:02:47.388000,1.10848,1.10814,750000,750000
2016-08-07 21:02:48.235000,1.10848,1.10818,750000,750000
2016-08-07 21:02:54.779000,1.10861,1.10860,3000000,370000
2016-08-07 21:02:54.849000,1.10871,1.10860,750000,370000
2016-08-07 21:02:54.900000,1.10875,1.10861,2250000,370000
2016-08-07 21:02:54.951000,1.10878,1.10861,370000,1120000
2016-08-07 21:02:55.045000,1.10882,1.10861,750000,1500000
2016-08-07 21:02:55.096000,1.10882,1.10861,750000,1120000
2016-08-07 21:02:55.147000,1.10882,1.10861,750000,370000
2016-08-07 21:02:55.249000,1.10884,1.10861,1500000,750000
2016-08-07 21:02:57.992000,1.10884,1.10861,1120000,750000
2016-08-07 21:02:58.113000,1.10880,1.10861,750000,750000
2016-08-07 21:02:58.163000,1.10880,1.10860,750000,750000
2016-08-07 21:02:58.214000,1.10856,1.10852,370000,750000
2016-08-07 21:02:58.265000,1.10855,1.10850,750000,750000
2016-08-07 21:02:58.315000,1.10850,1.10835,750000,370000
2016-08-07 21:02:58.366000,1.10850,1.10830,750000,750000
2016-08-07 21:02:58.417000,1.10850,1.10822,750000,750000
2016-08-07 21:03:15.494000,1.10875,1.10860,370000,1870000
2016-08-07 21:03:15.545000,1.10877,1.10860,1500000,2250000
2016-08-07 21:03:17.141000,1.10877,1.10860,750000,1500000
2016-08-07 21:03:17.205000,1.10877,1.10851,750000,750000
2016-08-07 21:03:17.306000,1.10876,1.10846,1500000,1120000
2016-08-07 21:03:17.358000,1.10876,1.10846,1500000,750000
2016-08-07 21:03:23.531000,1.10876,1.10846,750000,750000
2016-08-07 21:03:30.605000,1.10856,1.10846,750000,750000
2016-08-07 21:03:30.662000,1.10850,1.10846,750000,750000
2016-08-07 21:03:30.713000,1.10850,1.10836,750000,370000
2016-08-07 21:03:30.814000,1.10850,1.10822,750000,750000
2016-08-07 21:04:03.155000,1.10850,1.10822,1000000,1000000
2016-08-07 21:04:11.364000,1.10851,1.10822,1000000,1000000
2016-08-07 21:04:20.910000,1.10852,1.10845,750000,750000
2016-08-07 21:04:20.961000,1.10867,1.10855,1000000,1000000
2016-08-07 21:04:21.012000,1.10867,1.10859,1000000,1670000
2016-08-07 21:04:21.063000,1.10877,1.10861,1000000,1610000
2016-08-07 21:04:21.133000,1.10878,1.10862,1500000,1000000
2016-08-07 21:04:22.679000,1.10878,1.10862,1000000,1000000
2016-08-07 21:04:22.730000,1.10878,1.10861,1000000,1000000
2016-08-07 21:04:22.781000,1.10878,1.10852,1500000,1000000
2016-08-07 21:04:22.882000,1.10874,1.10846,1000000,1370000
2016-08-07 21:04:22.938000,1.10874,1.10846,1000000,1000000
2016-08-07 21:04:36.255000,1.10874,1.10849,1000000,1000000
2016-08-07 21:04:45.556000,1.10874,1.10846,1000000,1000000
2016-08-07 21:05:08.995000,1.10870,1.10846,1000000,1000000
2016-08-07 21:05:19.716000,1.10870,1.10848,1000000,1000000
2016-08-07 21:05:24.622000,1.10870,1.10846,1000000,1000000
2016-08-07 21:05:28.650000,1.10870,1.10850,1000000,1000000
2016-08-07 21:05:28.751000,1.10871,1.10850,1000000,1500000
2016-08-07 21:05:30.919000,1.10873,1.10851,1000000,1000000
2016-08-07 21:05:36.298000,1.10885,1.10882,6000000,1000000
2016-08-07 21:05:36.358000,1.10884,1.10882,2250000,1000000
2016-08-07 21:05:36.410000,1.10886,1.10880,1000000,1750000
2016-08-07 21:05:36.460000,1.10887,1.10880,1000000,2250000
2016-08-07 21:05:36.511000,1.10890,1.10883,1000000,1000000
2016-08-07 21:05:36.613000,1.10890,1.10883,1000000,1500000
2016-08-07 21:05:37.129000,1.10891,1.10883,1000000,1500000
2016-08-07 21:05:37.534000,1.10892,1.10881,1000000,2000000
2016-08-07 21:05:37.635000,1.10892,1.10882,1000000,1000000
2016-08-07 21:05:37.736000,1.10892,1.10881,1000000,1690000
2016-08-07 21:05:37.837000,1.10892,1.10882,1000000,1000000
2016-08-07 21:05:37.909000,1.10892,1.10881,1000000,1620000
2016-08-07 21:05:37.960000,1.10890,1.10881,1000000,1000000
2016-08-07 21:05:38.010000,1.10885,1.10881,1000000,1000000
2016-08-07 21:05:38.061000,1.10883,1.10870,1000000,1000000
2016-08-07 21:05:38.136000,1.10882,1.10868,1000000,1000000
2016-08-07 21:05:38.237000,1.10882,1.10862,1000000,1370000
2016-08-07 21:05:38.288000,1.10882,1.10862,1000000,1000000
2016-08-07 21:05:38.542000,1.10877,1.10862,1000000,1000000
2016-08-07 21:05:40.931000,1.10880,1.10862,1000000,1000000
2016-08-07 21:05:41.757000,1.10876,1.10860,1000000,1000000
2016-08-07 21:05:41.808000,1.10876,1.10858,1000000,1000000
2016-08-07 21:05:41.883000,1.10876,1.10854,1000000,1000000
2016-08-07 21:05:42.865000,1.10876,1.10852,1000000,1000000
2016-08-07 21:05:47.269000,1.10874,1.10852,1000000,1000000
2016-08-07 21:06:01.831000,1.10874,1.10855,1000000,1000000
2016-08-07 21:06:01.892000,1.10874,1.10856,1000000,1000000
2016-08-07 21:06:07.805000,1.10874,1.10860,1000000,1000000
2016-08-07 21:06:07.901000,1.10874,1.10860,1000000,1500000
2016-08-07 21:06:10.419000,1.10871,1.10860,1000000,1500000
2016-08-07 21:06:12.164000,1.10871,1.10860,1000000,1000000
2016-08-07 21:06:12.644000,1.10871,1.10860,1000000,1500000
2016-08-07 21:06:20.276000,1.10871,1.10860,1000000,1000000
2016-08-07 21:06:20.530000,1.10871,1.10860,1000000,1500000
2016-08-07 21:06:22.831000,1.10871,1.10860,1000000,1000000
2016-08-07 21:06:22.926000,1.10871,1.10855,1000000,1500000
2016-08-07 21:06:25.298000,1.10874,1.10855,1000000,1500000
2016-08-07 21:06:39.842000,1.10874,1.10855,1000000,2250000
2016-08-07 21:06:39.894000,1.10874,1.10858,1000000,1000000
2016-08-07 21:06:39.945000,1.10877,1.10858,1500000,1000000
2016-08-07 21:06:39.996000,1.10877,1.10860,1500000,1000000
2016-08-07 21:06:40.046000,1.10877,1.10864,1500000,1000000
2016-08-07 21:06:44.850000,1.10873,1.10860,1000000,1000000
2016-08-07 21:06:44.901000,1.10873,1.10858,1000000,1000000
2016-08-07 21:06:44.952000,1.10873,1.10854,1000000,1000000
2016-08-07 21:06:50.123000,1.10874,1.10857,1000000,1000000
2016-08-07 21:07:15.899000,1.10871,1.10857,1000000,1000000
2016-08-07 21:07:37.224000,1.10871,1.10857,1380000,1000000
2016-08-07 21:07:50.517000,1.10861,1.10855,380000,1000000
2016-08-07 21:07:52.039000,1.10861,1.10844,380000,5630000
2016-08-07 21:07:52.599000,1.10860,1.10844,380000,5630000
2016-08-07 21:07:54.006000,1.10871,1.10844,1000000,5630000
2016-08-07 21:07:54.108000,1.10871,1.10855,1000000,1000000
2016-08-07 21:07:54.618000,1.10870,1.10855,1000000,1000000
2016-08-07 21:07:55.993000,1.10870,1.10854,1000000,1000000
2016-08-07 21:07:56.539000,1.10870,1.10855,1000000,1000000
2016-08-07 21:08:02.216000,1.10870,1.10857,1000000,1000000
2016-08-07 21:08:05.144000,1.10870,1.10858,1000000,1000000
2016-08-07 21:08:16.160000,1.10870,1.10857,1000000,1000000
2016-08-07 21:08:16.264000,1.10879,1.10858,1380000,1000000
2016-08-07 21:08:39.679000,1.10879,1.10858,1370000,1000000
2016-08-07 21:08:39.845000,1.10879,1.10858,1380000,1000000
2016-08-07 21:08:40.445000,1.10866,1.10858,380000,1000000
2016-08-07 21:09:20.231000,1.10866,1.10844,380000,2250000
2016-08-07 21:09:35.151000,1.10866,1.10855,380000,1000000
2016-08-07 21:09:37.243000,1.10866,1.10859,380000,1000000
2016-08-07 21:10:14.422000,1.10870,1.10865,380000,1000000
2016-08-07 21:10:17.449000,1.10878,1.10865,1000000,1000000
2016-08-07 21:10:20.469000,1.10877,1.10865,1000000,1000000
2016-08-07 21:10:21.165000,1.10869,1.10865,380000,1000000
2016-08-07 21:10:23.493000,1.10868,1.10863,380000,3750000
2016-08-07 21:10:24.026000,1.10868,1.10863,380000,1500000
2016-08-07 21:10:26.183000,1.10869,1.10865,380000,1000000
2016-08-07 21:10:27.284000,1.10877,1.10865,1000000,1000000
2016-08-07 21:10:30.182000,1.10877,1.10865,1000000,750000
2016-08-07 21:10:30.233000,1.10877,1.10844,1000000,1750000
2016-08-07 21:10:35.160000,1.10866,1.10844,380000,2250000
2016-08-07 21:10:35.210000,1.10866,1.10844,380000,3000000
2016-08-07 21:10:37.197000,1.10877,1.10865,1000000,1500000
2016-08-07 21:10:50.156000,1.10871,1.10847,1380000,1560000
2016-08-07 21:10:50.207000,1.10871,1.10847,1380000,1560000
2016-08-07 21:10:51.932000,1.10866,1.10848,380000,1560000
2016-08-07 21:10:52.004000,1.10866,1.10848,380000,2810000
2016-08-07 21:10:53.117000,1.10867,1.10865,380000,750000
2016-08-07 21:10:54.306000,1.10877,1.10865,1000000,1500000
2016-08-07 21:10:54.695000,1.10877,1.10865,1000000,750000
2016-08-07 21:10:55.120000,1.10877,1.10865,1000000,1500000
2016-08-07 21:10:57.356000,1.10877,1.10848,1000000,1560000
2016-08-07 21:10:59.925000,1.10877,1.10865,1000000,750000
2016-08-07 21:11:00.959000,1.10868,1.10864,380000,750000
2016-08-07 21:11:01.541000,1.10869,1.10865,380000,750000
2016-08-07 21:11:01.620000,1.10867,1.10862,380000,750000
