time,ask,bid,ask_volume,bid_volume
2016-08-21 21:00:35.067000,1.13134,1.13088,750000,750000
2016-08-21 21:00:51.081000,1.13131,1.13095,750000,750000
2016-08-21 21:00:51.399000,1.13128,1.13092,750000,750000
2016-08-21 21:00:51.949000,1.13127,1.13091,750000,750000
2016-08-21 21:01:04.880000,1.13128,1.13092,750000,750000
2016-08-21 21:01:05.460000,1.13124,1.13092,750000,750000
2016-08-21 21:01:18.478000,1.13124,1.13093,750000,750000
2016-08-21 21:01:37.071000,1.13124,1.13094,750000,750000
2016-08-21 21:01:43.067000,1.13123,1.13094,750000,750000
2016-08-21 21:01:43.118000,1.13123,1.13102,1500000,750000
2016-08-21 21:01:43.169000,1.13120,1.13102,750000,750000
2016-08-21 21:01:51.881000,1.13121,1.13102,1500000,750000
2016-08-21 21:01:52.440000,1.13120,1.13102,750000,750000
2016-08-21 21:01:56.896000,1.13120,1.13100,750000,750000
2016-08-21 21:01:56.946000,1.13121,1.13100,750000,750000
2016-08-21 21:01:57.048000,1.13134,1.13104,750000,750000
2016-08-21 21:01:57.225000,1.13139,1.13104,750000,750000
2016-08-21 21:01:58.271000,1.13149,1.13104,750000,750000
2016-08-21 21:02:20.618000,1.13149,1.13119,750000,370000
2016-08-21 21:02:20.719000,1.13149,1.13138,750000,750000
2016-08-21 21:02:20.871000,1.13150,1.13138,1500000,750000
2016-08-21 21:02:20.972000,1.13150,1.13136,1500000,750000
2016-08-21 21:02:21.216000,1.13150,1.13141,1500000,750000
2016-08-21 21:02:21.918000,1.13150,1.13143,1500000,750000
2016-08-21 21:02:25.448000,1.13150,1.13141,1500000,750000
2016-08-21 21:02:25.549000,1.13150,1.13139,1500000,750000
2016-08-21 21:02:29.368000,1.13150,1.13140,1500000,750000
2016-08-21 21:02:29.869000,1.13150,1.13141,1500000,750000
2016-08-21 21:02:36.520000,1.13150,1.13141,750000,750000
2016-08-21 21:02:37.821000,1.13150,1.13141,1500000,750000
2016-08-21 21:03:01.864000,1.13150,1.13142,1500000,750000
2016-08-21 21:03:02.893000,1.13150,1.13142,750000,750000
2016-08-21 21:03:04.624000,1.13150,1.13142,1500000,750000
2016-08-21 21:03:12.864000,1.13150,1.13142,750000,750000
2016-08-21 21:03:16.868000,1.13150,1.13142,1500000,750000
2016-08-21 21:03:20.873000,1.13151,1.13142,750000,750000
2016-08-21 21:03:21.585000,1.13150,1.13142,750000,750000
2016-08-21 21:03:22.693000,1.13150,1.13140,750000,750000
2016-08-21 21:03:22.744000,1.13159,1.13140,750000,750000
2016-08-21 21:03:22.795000,1.13159,1.13144,750000,750000
2016-08-21 21:03:22.845000,1.13150,1.13144,750000,750000
2016-08-21 21:03:22.896000,1.13150,1.13138,750000,750000
2016-08-21 21:03:22.947000,1.13150,1.13138,1500000,750000
2016-08-21 21:03:23.576000,1.13150,1.13141,1500000,750000
2016-08-21 21:03:23.778000,1.13150,1.13139,1500000,750000
2016-08-21 21:03:24.321000,1.13150,1.13140,1500000,750000
2016-08-21 21:03:49.821000,1.13150,1.13140,750000,750000
2016-08-21 21:03:52.774000,1.13150,1.13140,1500000,750000
2016-08-21 21:04:02.764000,1.13150,1.13140,1500000,1000000
2016-08-21 21:04:04.401000,1.13150,1.13141,1500000,1000000
2016-08-21 21:04:07.256000,1.13150,1.13141,1690000,1000000
2016-08-21 21:04:15.014000,1.13150,1.13142,1690000,1000000
2016-08-21 21:04:16.417000,1.13150,1.13143,1690000,750000
2016-08-21 21:04:16.469000,1.13150,1.13146,1500000,1000000
2016-08-21 21:04:16.521000,1.13150,1.13144,1500000,1000000
2016-08-21 21:04:16.622000,1.13150,1.13144,1500000,750000
2016-08-21 21:04:16.724000,1.13150,1.13142,1690000,1000000
2016-08-21 21:04:23.035000,1.13150,1.13142,1190000,1000000
2016-08-21 21:04:27.856000,1.13151,1.13142,1190000,1000000
2016-08-21 21:04:31.862000,1.13150,1.13142,1190000,1000000
2016-08-21 21:04:39.874000,1.13151,1.13142,1190000,1000000
2016-08-21 21:04:40.854000,1.13150,1.13142,1190000,1000000
2016-08-21 21:05:05.904000,1.13151,1.13142,1190000,1000000
2016-08-21 21:05:06.593000,1.13150,1.13142,1190000,1000000
2016-08-21 21:05:14.464000,1.13150,1.13140,1190000,1000000
2016-08-21 21:05:19.832000,1.13151,1.13140,1190000,1000000
2016-08-21 21:05:20.833000,1.13150,1.13140,1190000,1000000
2016-08-21 21:05:21.364000,1.13151,1.13140,1190000,1000000
2016-08-21 21:05:21.787000,1.13163,1.13159,3940000,1000000
2016-08-21 21:05:21.838000,1.13175,1.13159,1690000,1000000
2016-08-21 21:05:21.889000,1.13175,1.13151,1190000,1370000
2016-08-21 21:05:21.939000,1.13193,1.13153,1250000,1000000
2016-08-21 21:05:21.991000,1.13163,1.13151,2500000,1370000
2016-08-21 21:05:22.042000,1.13150,1.13148,1500000,1000000
2016-08-21 21:05:22.093000,1.13150,1.13149,1000000,1000000
2016-08-21 21:05:22.144000,1.13165,1.13146,1690000,1000000
2016-08-21 21:05:22.246000,1.13152,1.13146,940000,1000000
2016-08-21 21:05:22.297000,1.13150,1.13144,1190000,2500000
2016-08-21 21:05:22.348000,1.13150,1.13136,1690000,1000000
2016-08-21 21:05:22.398000,1.13150,1.13136,1000000,1000000
2016-08-21 21:05:22.449000,1.13174,1.13136,1320000,1000000
2016-08-21 21:05:22.500000,1.13174,1.13141,1000000,1000000
2016-08-21 21:05:22.551000,1.13181,1.13141,100000,1000000
2016-08-21 21:05:22.602000,1.13150,1.13136,1000000,1000000
2016-08-21 21:05:22.653000,1.13150,1.13136,1500000,1000000
2016-08-21 21:05:22.703000,1.13150,1.13137,1000000,1370000
2016-08-21 21:05:22.754000,1.13174,1.13140,1000000,1000000
2016-08-21 21:05:22.805000,1.13174,1.13139,1000000,1500000
2016-08-21 21:05:22.856000,1.13174,1.13139,1000000,1000000
2016-08-21 21:05:22.907000,1.13150,1.13136,1000000,1370000
2016-08-21 21:05:22.958000,1.13150,1.13136,1500000,1000000
2016-08-21 21:05:23.516000,1.13150,1.13141,1500000,1000000
2016-08-21 21:05:23.618000,1.13150,1.13136,1500000,1000000
2016-08-21 21:05:25.994000,1.13150,1.13137,1500000,1000000
2016-08-21 21:05:26.694000,1.13150,1.13139,1500000,1000000
2016-08-21 21:05:30.061000,1.13150,1.13139,1690000,1000000
2016-08-21 21:05:41.059000,1.13150,1.13145,1690000,7500000
2016-08-21 21:05:43.522000,1.13150,1.13145,1190000,7500000
2016-08-21 21:05:43.815000,1.13150,1.13145,1690000,7500000
2016-08-21 21:05:45.717000,1.13150,1.13144,1690000,7500000
2016-08-21 21:05:49.943000,1.13150,1.13144,1690000,8500000
2016-08-21 21:05:49.994000,1.13150,1.13149,1500000,1250000
2016-08-21 21:05:50.046000,1.13153,1.13150,1000000,2250000
2016-08-21 21:05:50.097000,1.13153,1.13149,1750000,1690000
2016-08-21 21:05:50.148000,1.13157,1.13150,750000,2250000
2016-08-21 21:05:50.199000,1.13157,1.13150,1750000,3000000
2016-08-21 21:05:50.250000,1.13155,1.13149,1000000,1000000
2016-08-21 21:05:50.300000,1.13150,1.13145,1000000,7500000
2016-08-21 21:05:50.454000,1.13151,1.13145,1000000,7500000
2016-08-21 21:05:50.510000,1.13152,1.13146,1000000,7500000
2016-08-21 21:05:50.560000,1.13150,1.13146,1190000,7500000
2016-08-21 21:05:50.611000,1.13150,1.13146,1690000,7500000
2016-08-21 21:05:50.662000,1.13150,1.13146,1500000,7500000
