time,ask,bid,ask_volume,bid_volume
2016-09-04 21:00:17.533000,1.11594,1.11559,370000,750000
2016-09-04 21:00:17.583000,1.11595,1.11560,370000,370000
2016-09-04 21:00:34.147000,1.11595,1.11562,370000,750000
2016-09-04 21:00:37.451000,1.11594,1.11562,370000,750000
2016-09-04 21:00:37.501000,1.11594,1.11562,750000,750000
2016-09-04 21:00:40.240000,1.11594,1.11563,750000,750000
2016-09-04 21:00:57.469000,1.11594,1.11563,370000,750000
2016-09-04 21:00:57.519000,1.11595,1.11563,750000,750000
2016-09-04 21:01:38.515000,1.11595,1.11561,1500000,750000
2016-09-04 21:01:38.567000,1.11590,1.11561,370000,750000
2016-09-04 21:01:38.618000,1.11590,1.11561,750000,750000
2016-09-04 21:01:38.669000,1.11595,1.11561,1500000,750000
2016-09-04 21:01:38.719000,1.11595,1.11561,2250000,750000
2016-09-04 21:01:38.770000,1.11590,1.11561,750000,750000
2016-09-04 21:01:45.937000,1.11590,1.11562,370000,370000
2016-09-04 21:01:45.987000,1.11592,1.11562,750000,750000
2016-09-04 21:02:14.478000,1.11587,1.11562,750000,750000
2016-09-04 21:02:57.535000,1.11587,1.11563,750000,370000
2016-09-04 21:02:57.586000,1.11587,1.11563,750000,750000
2016-09-04 21:03:14.650000,1.11593,1.11563,750000,750000
2016-09-04 21:03:26.069000,1.11593,1.11563,750000,370000
2016-09-04 21:03:26.120000,1.11593,1.11560,1120000,1500000
2016-09-04 21:03:26.171000,1.11593,1.11560,1120000,750000
2016-09-04 21:03:26.221000,1.11593,1.11556,1120000,750000
2016-09-04 21:03:26.272000,1.11578,1.11547,750000,370000
2016-09-04 21:03:26.323000,1.11578,1.11545,750000,1500000
2016-09-04 21:03:26.374000,1.11578,1.11538,750000,370000
2016-09-04 21:03:26.425000,1.11578,1.11535,750000,750000
2016-09-04 21:03:26.475000,1.11583,1.11534,750000,750000
2016-09-04 21:03:32.224000,1.11583,1.11564,750000,370000
2016-09-04 21:03:32.355000,1.11585,1.11564,750000,370000
2016-09-04 21:03:37.558000,1.11585,1.11564,750000,750000
2016-09-04 21:03:57.545000,1.11585,1.11564,750000,370000
2016-09-04 21:03:57.596000,1.11585,1.11563,750000,750000
2016-09-04 21:04:02.775000,1.11585,1.11563,1000000,1000000
2016-09-04 21:04:17.434000,1.11585,1.11561,1000000,2250000
2016-09-04 21:04:17.485000,1.11585,1.11564,1000000,1000000
2016-09-04 21:04:32.413000,1.11594,1.11564,1250000,1000000
2016-09-04 21:04:37.474000,1.11595,1.11561,1690000,1750000
2016-09-04 21:04:57.524000,1.11595,1.11563,1690000,1000000
2016-09-04 21:04:57.575000,1.11595,1.11561,1690000,1750000
2016-09-04 21:05:05.969000,1.11595,1.11561,2440000,1750000
2016-09-04 21:05:06.071000,1.11595,1.11561,1690000,1750000
2016-09-04 21:05:06.774000,1.11595,1.11561,2440000,1750000
2016-09-04 21:05:14.765000,1.11595,1.11561,1690000,1750000
2016-09-04 21:05:16.268000,1.11595,1.11561,2440000,1750000
2016-09-04 21:05:20.078000,1.11595,1.11561,1690000,1750000
2016-09-04 21:05:20.129000,1.11595,1.11561,2440000,1750000
2016-09-04 21:05:20.230000,1.11586,1.11561,1000000,1750000
2016-09-04 21:05:27.864000,1.11585,1.11565,1000000,1000000
2016-09-04 21:05:27.966000,1.11589,1.11564,1000000,1120000
2016-09-04 21:05:28.319000,1.11587,1.11565,1000000,1000000
2016-09-04 21:05:29.421000,1.11585,1.11565,1000000,1000000
2016-09-04 21:05:33.225000,1.11585,1.11565,1000000,1500000
2016-09-04 21:05:59.070000,1.11585,1.11565,1000000,1370000
2016-09-04 21:06:00.172000,1.11585,1.11565,1000000,1500000
2016-09-04 21:06:04.819000,1.11585,1.11565,1000000,1000000
2016-09-04 21:06:44.646000,1.11586,1.11565,1000000,1000000
2016-09-04 21:06:55.467000,1.11585,1.11565,1000000,1000000
