time,ask,bid,ask_volume,bid_volume
2015-03-03 00:00:06.666000,1.11767,1.11765,1500000,1500000
2015-03-03 00:00:18.954000,1.11768,1.11766,1500000,1500000
2015-03-03 00:00:31.104000,1.11769,1.11767,1500000,1500000
2015-03-03 00:00:32.527000,1.11769,1.11768,1500000,1000000
2015-03-03 00:00:37.503000,1.11771,1.11769,1500000,2250000
2015-03-03 00:00:38.988000,1.11770,1.11769,1500000,1000000
2015-03-03 00:00:39.502000,1.11769,1.11767,1500000,2250000
2015-03-03 00:00:40.924000,1.11772,1.11771,1500000,1500000
2015-03-03 00:00:41.026000,1.11771,1.11769,1500000,1500000
2015-03-03 00:00:41.552000,1.11770,1.11768,1500000,1500000
2015-03-03 00:00:44.304000,1.11771,1.11769,3000000,1500000
2015-03-03 00:00:44.831000,1.11770,1.11768,1500000,1500000
2015-03-03 00:00:53.034000,1.11771,1.11769,3790000,1500000
2015-03-03 00:00:53.593000,1.11771,1.11769,3790000,1500000
2015-03-03 00:00:54.100000,1.11771,1.11769,3790000,1500000
2015-03-03 00:00:56.428000,1.11771,1.11769,3790000,1500000
2015-03-03 00:00:57.253000,1.11771,1.11769,3790000,1500000
2015-03-03 00:00:58.338000,1.11772,1.11769,4870000,1500000
2015-03-03 00:00:58.845000,1.11773,1.11770,8250000,1500000
2015-03-03 00:01:00.349000,1.11773,1.11771,2250000,1500000
2015-03-03 00:01:01.053000,1.11772,1.11770,1000000,1000000
2015-03-03 00:01:01.668000,1.11773,1.11770,3000000,1000000
2015-03-03 00:01:02.435000,1.11772,1.11770,1000000,1000000
2015-03-03 00:01:03.167000,1.11772,1.11770,1370000,1000000
2015-03-03 00:01:08.203000,1.11773,1.11771,4120000,1000000
2015-03-03 00:01:14.311000,1.11773,1.11771,3000000,1000000
2015-03-03 00:01:15.034000,1.11773,1.11772,3750000,1000000
2015-03-03 00:01:15.085000,1.11774,1.11772,1000000,2320000
2015-03-03 00:01:15.288000,1.11776,1.11775,2250000,2250000
2015-03-03 00:01:15.440000,1.11779,1.11776,3750000,1000000
2015-03-03 00:01:15.745000,1.11779,1.11777,3750000,1500000
2015-03-03 00:01:17.761000,1.11781,1.11779,1500000,1000000
2015-03-03 00:01:22.686000,1.11780,1.11778,2250000,1000000
2015-03-03 00:01:23.197000,1.11780,1.11778,6370000,1500000
2015-03-03 00:01:24.004000,1.11780,1.11778,5620000,1000000
2015-03-03 00:01:24.511000,1.11781,1.11779,1500000,1000000
2015-03-03 00:01:24.968000,1.11780,1.11778,1500000,1500000
2015-03-03 00:01:46.024000,1.11779,1.11776,1000000,1500000
2015-03-03 00:01:46.228000,1.11779,1.11777,1500000,3000000
2015-03-03 00:01:48.353000,1.11778,1.11777,2250000,1000000
2015-03-03 00:01:48.607000,1.11777,1.11775,2250000,2250000
2015-03-03 00:01:48.708000,1.11775,1.11774,1000000,1000000
2015-03-03 00:01:51.162000,1.11775,1.11773,1500000,2250000
2015-03-03 00:01:55.900000,1.11777,1.11776,1500000,1500000
2015-03-03 00:01:55.951000,1.11777,1.11776,1500000,3000000
2015-03-03 00:01:56.356000,1.11780,1.11779,1000000,1000000
2015-03-03 00:01:56.558000,1.11779,1.11777,1500000,3000000
2015-03-03 00:01:58.258000,1.11780,1.11778,1870000,1000000
2015-03-03 00:01:58.563000,1.11782,1.11780,2810000,2250000
2015-03-03 00:01:58.765000,1.11780,1.11778,2620000,1500000
2015-03-03 00:01:58.918000,1.11781,1.11779,1120000,1000000
2015-03-03 00:01:59.423000,1.11782,1.11780,2060000,2250000
2015-03-03 00:02:02.315000,1.11781,1.11779,1000000,3000000
